text,clean_text,label,mentions_dem,mentions_rep
"MUSIC COLLECTIBLES FREE SHIPPING 
https://t.co/sgwTZjeHcI
https://t.co/FaSxSB83zl
                          https://t.co/nMKFAXhHbl",music collectibles free shipping                              ,Democrat,['Biden'],['Trump']
ITS STILL A HANDFUL OF PEOPLE LEFT WHO OPENED @HomeDepot 59TH ST  WE SAW IT OPEN IN 2004 &amp; WILL SEE ITS NEW BEGINNING IN 2021 AT 61ST. WHEN THE MIN WAGE WENT UP OUR   PAY DID NOT. SOME NEW PEOPLE ARE MAKING MORE THAN US. @AMCTHD @laurenthomas   https://t.co/hiVLB511T4,its still a handful of people left who opened  homedepot 59th st  we saw it open in 2004 and; will see its new beginning in 2021 at 61st. when the min wage went up our   pay did not. some new people are making more than us.  amcthd  laurenthomas   ,Democrat,[],[]
"When you VOTE today, you Cancel-Out the vote of the Democrats, who is the party of  China, Iran,   , looters, rioters,    .... Vote to save America!     ","when you vote today, you cancel-out the vote of the democrats, who is the party of  china, iran,   , looters, rioters,    .... vote to save america      ",Democrat,"['Democrats', 'Democrat']","['Trump', 'TRUMP', 'TRUMP', 'Trump', 'Trump']"
I’m going to bed after a long night of watching TV news and obsessing over whether Biden will win and whether the Ahole will try to fight it. Hoping I’ll wake up to new followers and friends finally getting me over 5000. Can you help my morning bliss?  ,i m going to bed after a long night of watching tv news and obsessing over whether biden will win and whether the ahole will try to fight it. hoping i ll wake up to new followers and friends finally getting me over 5000. can you help my morning bliss   ,Democrat,['Biden'],[]
           https://t.co/zXVcbNZe23,           ,Democrat,"['Biden', 'Biden', 'Harris']","['Trump', 'Trump']"
"Our most prestigious office has forever been marred,
Our once honorable reputation is irrevocably scarred.
The leader of the free world is a world-class joke,
with a legacy destined to go up in smoke.

  ","our most prestigious office has forever been marred, our once honorable reputation is irrevocably scarred. the leader of the free world is a world-class joke, with a legacy destined to go up in smoke.    ",Democrat,[],"['Trump', 'Trump']"
                https://t.co/RFxoAwYGHf,                ,Democrat,"['Joe', 'Biden', 'Biden', 'Biden']","['Trump', 'Trump', 'Trump']"
"Biden campaign cancels Texas event after Trump supporters surround bus on interstate
STOP THE NAZI's


https://t.co/PNcwTfNEAH",biden campaign cancels texas event after trump supporters surround bus on interstate stop the nazi s   ,Democrat,['Biden'],"['Trump', 'Trump']"
Donald Trump is a FAILED wartime president. More American deaths than WW2 and Vietnam. He has not defeated the Invisible Enemy.    ,donald trump is a failed wartime president. more american deaths than ww2 and vietnam. he has not defeated the invisible enemy.    ,Democrat,[],"['Trump', 'Trump', 'Donald']"
"I VOTED. 

45 Min in line is totally worth the opportunity to vote for, not only, Joe Biden and Kamala Harris, but also for several real friends...

      https://t.co/OpuEi2R2Bz","i voted.   45 min in line is totally worth the opportunity to vote for, not only, joe biden and kamala harris, but also for several real friends...        ",Democrat,"['Joe', 'Biden', 'Kamala', 'Harris']",['trump']
The real results of Trump’s trade tariffs  - A complete fail like everything Else he touches.  He just imposed a huge tax on average Joe and then gave billions to farmers to not farm.  Disgusting.   https://t.co/4csF8Fq55Z,the real results of trump s trade tariffs  - a complete fail like everything else he touches.  he just imposed a huge tax on average joe and then gave billions to farmers to not farm.  disgusting.   ,Democrat,['Joe'],"['Trump', 'Trump']"
I hope all goes well with the  and the US can rid themselves of the angry toddler currently in the Whitehouse   ,i hope all goes well with the  and the us can rid themselves of the angry toddler currently in the whitehouse   ,Democrat,[],"['Trump', 'Trump']"
"It’s Over! Joe Biden Wins! Down goes 

 

https://t.co/BFGlL3fhQb",it s over  joe biden wins  down goes      ,Democrat,"['Joe', 'Biden']",['TRUMP']
    https://t.co/YygQbuQR17,    ,Democrat,"['Biden', 'Harris']",[]
"Interesting enough, voting is a STATE RIGHT. What trump is saying is funny, especially in Georgia where there is a republican governor and secretary of state.    ","interesting enough, voting is a state right. what trump is saying is funny, especially in georgia where there is a republican governor and secretary of state.    ",Democrat,"['biden', 'Biden']","['trump', 'Trump', 'republican']"
"Tchau, Trump, já vai tarde.

E leve o Bolsonaro com vc!

                 https://t.co/AGkuchierm","tchau, trump, j  vai tarde.  e leve o bolsonaro com vc                    ",Democrat,"['Biden', 'Biden', 'Biden', 'Biden', 'Biden', 'Biden', 'Biden', 'Harris', 'Harris', 'Harris']","['Trump', 'Trump', 'Trump', 'Trump']"
Trump lies and lies and lies the man who wanted five innocent black children to be lynched for being in NYC Central Park when a white woman was raped      https://t.co/nPAJzHDkKX,trump lies and lies and lies the man who wanted five innocent black children to be lynched for being in nyc central park when a white woman was raped      ,Democrat,[],"['Trump', 'Trump']"
"A politician in high office who supports  could mean a lot in the fight against racism. 

What does the Biden-Harris ticket mean for people of color?

   

Read this Article on @impakterdotcom and go Vote 

https://t.co/ysMx76QRJe",a politician in high office who supports  could mean a lot in the fight against racism.   what does the biden-harris ticket mean for people of color        read this article on  impakterdotcom and go vote   ,Democrat,"['Biden', 'Biden', 'Harris', 'Harris']",[]
"If...and I mean IF Biden wins, it's going to be women who see in Trump the face every ass-hole male they've had to contend with in life.

 
","if...and i mean if biden wins, it s going to be women who see in trump the face every ass-hole male they ve had to contend with in life.    ",Democrat,['Biden'],"['Trump', 'Trump', 'Trump']"
"The right-wing activist Justice got called out for his dishonesty in an opinion transparently written to help Trump steal re-election. 

Today's OD Action daily email is out! 
https://t.co/1BhwuFfeNl",the right-wing activist justice got called out for his dishonesty in an opinion transparently written to help trump steal re-election.   today s od action daily email is out   ,Democrat,[],['Trump']
"Gute Nacht, liebe Cloud!      https://t.co/QRF1A98nzK","gute nacht, liebe cloud       ",Democrat,[],['trump']
"Vote! Please! And maybe NOT Trump. Deal? We count on you. The hole world counts on you (ok, except Russia). Please, no more Trump! Make America nice again!
 VoteAgainstTrump nomoretrump        https://t.co/YnTGmKTlAt","vote  please  and maybe not trump. deal  we count on you. the hole world counts on you  ok, except russia . please, no more trump  make america nice again   voteagainsttrump nomoretrump        ",Democrat,"['biden', 'kamala', 'harris']","['Trump', 'Trump', 'Trump', 'Trump', 'trump']"
"Its kinda funny watching Bhakts/RightWingers Coming In support of trump and wishing that he wins  bcoz they aren't aware that Trump doesn't even give 2 f*cks to India. 
 ",its kinda funny watching bhakts/rightwingers coming in support of trump and wishing that he wins  bcoz they aren t aware that trump doesn t even give 2 f cks to india.   ,Democrat,['Biden'],"['trump', 'Trump', 'Trump']"
"White House unleashes on Fauci after criticism of Atlas and Trump's pandemic response
https://t.co/lfHTqpkQQZ  
  ",white house unleashes on fauci after criticism of atlas and trump s pandemic response      ,Democrat,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Trump']"
"Remember the media &amp; democrats saying the election could take weeks or months to decide??... Guess what, it's going to take weeks or months to decide!  ","remember the media and; democrats saying the election could take weeks or months to decide  ... guess what, it s going to take weeks or months to decide   ",Democrat,"['democrats', 'democrat']",[]
"BREAKING: @JoeBiden has TAKEN THE LEAD in the states of Georgia and Pennsylvania!! They are STILL counting votes. But, in a few moments, we will here President-elect Joe Biden and Vice President-elect Kamala Harris!!   ","breaking:  joebiden has taken the lead in the states of georgia and pennsylvania   they are still counting votes. but, in a few moments, we will here president-elect joe biden and vice president-elect kamala harris     ",Democrat,"['Joe', 'Joe', 'Biden', 'Biden', 'Biden', 'Kamala', 'Harris', 'Harris']",[]
"Trump is suggesting that he will fire Dr. Anthony Fauci after Tuesday’s election, as his rift with the nation’s top infectious disease expert widens while the nation sees its most alarming outbreak of the coronavirus since the spring.


 https://t.co/i0WvJsgBOw","trump is suggesting that he will fire dr. anthony fauci after tuesday s election, as his rift with the nation s top infectious disease expert widens while the nation sees its most alarming outbreak of the coronavirus since the spring.    ",Democrat,"['Biden', 'Harris']","['Trump', 'Trump']"
Had heard on @SandyRiosTweet show this morn the Nazi Terror group  &amp; Racist Terror group  have a list of @realDonaldTrump voters &amp; if Trump wins Tues that they will”interrupt”their lives..just for the Record I VOTED FOR TRUMP..i “welcome”the “interruption”come on!,had heard on  sandyriostweet show this morn the nazi terror group  and; racist terror group  have a list of  realdonaldtrump voters and; if trump wins tues that they will interrupt their lives..just for the record i voted for trump..i  welcome the  interruption come on ,Democrat,[],"['Trump', 'Trump', 'TRUMP', 'Donald']"
"Chris Wallace says he 'never believed' that Joe Biden did not speak about Hunter's business activity..

Well you can talk about it on Sunday Morning, D*ckWeed

 
 

  
  https://t.co/Q2Bcv5ECZ9","chris wallace says he  never believed  that joe biden did not speak about hunter s business activity..  well you can talk about it on sunday morning, d ckweed            ",Democrat,"['Joe', 'Biden']",['Trump']
Confessions of a  Christian Pastor and Why I Will Be Voting for Donald Trump https://t.co/e5l8UmqfXg,confessions of a  christian pastor and why i will be voting for donald trump ,Democrat,[],"['Trump', 'Trump', 'Donald']"
        https://t.co/SsLO4Ek41R,        ,Democrat,[],"['Trump', 'trump', 'trump', 'Donald']"
"🔴 Watch Today: 
Michigan
1st of 3 Maga Rallies!

Law and Order  Jobs not Mobs

Tony Bobulinski on Tucker Carlson
Quid Pro Joe Biden
Plausible Deniability


Lawless Dem Run Cities
Endanger
Citizens &amp; Police
 
 

https://t.co/6EJDwAuPY6",  watch today:  michigan 1st of 3 maga rallies   law and order  jobs not mobs  tony bobulinski on tucker carlson quid pro joe biden plausible deniability   lawless dem run cities endanger citizens and; police      ,Democrat,"['Joe', 'Biden', 'Biden']",['Trump']
